# day #	susceptible while naive	pre-infectious incubation while naive	asymptomatic while naive	mild/moderate while naive	severe while naive	critical while naive	recuperation while naive	immune while naive	Dead while naive	susceptible while recovered	pre-infectious incubation while recovered	asymptomatic while recovered	mild/moderate while recovered	severe while recovered	critical while recovered	recuperation while recovered	immune while recovered	Dead while recovered	susceptible while vaccine_0	pre-infectious incubation while vaccine_0	asymptomatic while vaccine_0	mild/moderate while vaccine_0	severe while vaccine_0	critical while vaccine_0	recuperation while vaccine_0	immune while vaccine_0	Dead while vaccine_0	susceptible while vaccine_1	pre-infectious incubation while vaccine_1	asymptomatic while vaccine_1	mild/moderate while vaccine_1	severe while vaccine_1	critical while vaccine_1	recuperation while vaccine_1	immune while vaccine_1	Dead while vaccine_1	susceptible while vaccine_2	pre-infectious incubation while vaccine_2	asymptomatic while vaccine_2	mild/moderate while vaccine_2	severe while vaccine_2	critical while vaccine_2	recuperation while vaccine_2	immune while vaccine_2	Dead while vaccine_2	susceptible while vaccine_3	pre-infectious incubation while vaccine_3	asymptomatic while vaccine_3	mild/moderate while vaccine_3	severe while vaccine_3	critical while vaccine_3	recuperation while vaccine_3	immune while vaccine_3	Dead while vaccine_3	susceptible while vaccine_4	pre-infectious incubation while vaccine_4	asymptomatic while vaccine_4	mild/moderate while vaccine_4	severe while vaccine_4	critical while vaccine_4	recuperation while vaccine_4	immune while vaccine_4	Dead while vaccine_4
196.000000	470227.000000	4754.000000	6577.000000	12048.000000	140.000000	44.000000	37.000000	266633.000000	194.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	134974.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	25652.000000	250.000000	335.000000	629.000000	12.000000	10.000000	0.000000	77439.000000	41.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
197.000000	468728.000000	4742.000000	6580.000000	11996.000000	143.000000	46.000000	33.000000	266633.000000	195.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	136610.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	25555.000000	269.000000	340.000000	623.000000	10.000000	10.000000	1.000000	77439.000000	43.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
198.000000	467250.000000	4779.000000	6456.000000	12083.000000	141.000000	54.000000	31.000000	266633.000000	196.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	138164.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	25477.000000	253.000000	360.000000	617.000000	9.000000	8.000000	3.000000	77439.000000	43.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
199.000000	465734.000000	4762.000000	6481.000000	12073.000000	144.000000	62.000000	28.000000	266633.000000	198.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	139749.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	25414.000000	224.000000	364.000000	623.000000	13.000000	8.000000	4.000000	77439.000000	43.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
200.000000	464233.000000	4720.000000	6532.000000	12016.000000	139.000000	65.000000	25.000000	266633.000000	202.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	141375.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	25340.000000	233.000000	333.000000	644.000000	10.000000	7.000000	7.000000	77439.000000	43.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
201.000000	462813.000000	4604.000000	6475.000000	12101.000000	125.000000	71.000000	25.000000	266633.000000	206.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	142967.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	25263.000000	237.000000	330.000000	640.000000	12.000000	7.000000	5.000000	77439.000000	43.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
202.000000	461293.000000	4679.000000	6405.000000	12167.000000	132.000000	71.000000	28.000000	266633.000000	212.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	144480.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	25189.000000	241.000000	329.000000	633.000000	12.000000	5.000000	3.000000	77439.000000	45.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
203.000000	459858.000000	4634.000000	6321.000000	12229.000000	136.000000	71.000000	33.000000	266633.000000	215.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	146036.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	25098.000000	265.000000	333.000000	627.000000	16.000000	3.000000	2.000000	77439.000000	47.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
204.000000	458355.000000	4674.000000	6279.000000	12174.000000	130.000000	71.000000	30.000000	266633.000000	222.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	147683.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	25022.000000	252.000000	339.000000	623.000000	12.000000	7.000000	3.000000	77439.000000	48.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
205.000000	456841.000000	4663.000000	6317.000000	12185.000000	129.000000	60.000000	36.000000	266633.000000	228.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	149245.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	24949.000000	251.000000	341.000000	614.000000	9.000000	4.000000	2.000000	77439.000000	50.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
