# day #	intervention 0 while susceptible	intervention 0 while pre-infectious incubation	intervention 0 while asymptomatic	intervention 0 while mild/moderate	intervention 0 while severe	intervention 0 while critical	intervention 0 while recuperation	intervention 0 while immune	intervention 1 while susceptible	intervention 1 while pre-infectious incubation	intervention 1 while asymptomatic	intervention 1 while mild/moderate	intervention 1 while severe	intervention 1 while critical	intervention 1 while recuperation	intervention 1 while immune	intervention 2 while susceptible	intervention 2 while pre-infectious incubation	intervention 2 while asymptomatic	intervention 2 while mild/moderate	intervention 2 while severe	intervention 2 while critical	intervention 2 while recuperation	intervention 2 while immune	intervention 3 while susceptible	intervention 3 while pre-infectious incubation	intervention 3 while asymptomatic	intervention 3 while mild/moderate	intervention 3 while severe	intervention 3 while critical	intervention 3 while recuperation	intervention 3 while immune	intervention 4 while susceptible	intervention 4 while pre-infectious incubation	intervention 4 while asymptomatic	intervention 4 while mild/moderate	intervention 4 while severe	intervention 4 while critical	intervention 4 while recuperation	intervention 4 while immune	intervention 5 while susceptible	intervention 5 while pre-infectious incubation	intervention 5 while asymptomatic	intervention 5 while mild/moderate	intervention 5 while severe	intervention 5 while critical	intervention 5 while recuperation	intervention 5 while immune	intervention 6 while susceptible	intervention 6 while pre-infectious incubation	intervention 6 while asymptomatic	intervention 6 while mild/moderate	intervention 6 while severe	intervention 6 while critical	intervention 6 while recuperation	intervention 6 while immune	intervention 7 while susceptible	intervention 7 while pre-infectious incubation	intervention 7 while asymptomatic	intervention 7 while mild/moderate	intervention 7 while severe	intervention 7 while critical	intervention 7 while recuperation	intervention 7 while immune	intervention 8 while susceptible	intervention 8 while pre-infectious incubation	intervention 8 while asymptomatic	intervention 8 while mild/moderate	intervention 8 while severe	intervention 8 while critical	intervention 8 while recuperation	intervention 8 while immune	intervention 9 while susceptible	intervention 9 while pre-infectious incubation	intervention 9 while asymptomatic	intervention 9 while mild/moderate	intervention 9 while severe	intervention 9 while critical	intervention 9 while recuperation	intervention 9 while immune	intervention 10 while susceptible	intervention 10 while pre-infectious incubation	intervention 10 while asymptomatic	intervention 10 while mild/moderate	intervention 10 while severe	intervention 10 while critical	intervention 10 while recuperation	intervention 10 while immune	intervention 11 while susceptible	intervention 11 while pre-infectious incubation	intervention 11 while asymptomatic	intervention 11 while mild/moderate	intervention 11 while severe	intervention 11 while critical	intervention 11 while recuperation	intervention 11 while immune	intervention 12 while susceptible	intervention 12 while pre-infectious incubation	intervention 12 while asymptomatic	intervention 12 while mild/moderate	intervention 12 while severe	intervention 12 while critical	intervention 12 while recuperation	intervention 12 while immune	intervention 13 while susceptible	intervention 13 while pre-infectious incubation	intervention 13 while asymptomatic	intervention 13 while mild/moderate	intervention 13 while severe	intervention 13 while critical	intervention 13 while recuperation	intervention 13 while immune	intervention 14 while susceptible	intervention 14 while pre-infectious incubation	intervention 14 while asymptomatic	intervention 14 while mild/moderate	intervention 14 while severe	intervention 14 while critical	intervention 14 while recuperation	intervention 14 while immune	intervention 15 while susceptible	intervention 15 while pre-infectious incubation	intervention 15 while asymptomatic	intervention 15 while mild/moderate	intervention 15 while severe	intervention 15 while critical	intervention 15 while recuperation	intervention 15 while immune	intervention 16 while susceptible	intervention 16 while pre-infectious incubation	intervention 16 while asymptomatic	intervention 16 while mild/moderate	intervention 16 while severe	intervention 16 while critical	intervention 16 while recuperation	intervention 16 while immune	intervention 17 while susceptible	intervention 17 while pre-infectious incubation	intervention 17 while asymptomatic	intervention 17 while mild/moderate	intervention 17 while severe	intervention 17 while critical	intervention 17 while recuperation	intervention 17 while immune
67.000000	30335.000000	67.000000	50.000000	116.000000	1.000000	0.000000	0.000000	13877.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	2.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	0.000000	371450.000000	716.000000	695.000000	1512.000000	4.000000	0.000000	0.000000	168051.000000	0.000000	0.000000	0.000000	0.000000	19.000000	0.000000	6.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	1.000000	0.000000	250735.000000	459.000000	680.000000	833.000000	0.000000	0.000000	0.000000	114337.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	252.000000	0.000000	1.000000	3.000000	0.000000	0.000000	0.000000	596.000000	5028.000000	12.000000	24.000000	41.000000	0.000000	0.000000	0.000000	12843.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	172.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	677.000000	5112.000000	8.000000	13.000000	6.000000	0.000000	0.000000	0.000000	21213.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
68.000000	29738.000000	59.000000	54.000000	116.000000	1.000000	0.000000	0.000000	13626.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	2.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	0.000000	371196.000000	723.000000	749.000000	1512.000000	5.000000	0.000000	0.000000	168241.000000	0.000000	0.000000	0.000000	0.000000	18.000000	0.000000	6.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	250577.000000	456.000000	699.000000	853.000000	0.000000	0.000000	0.000000	114459.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	250.000000	2.000000	3.000000	2.000000	0.000000	0.000000	0.000000	595.000000	5041.000000	8.000000	24.000000	45.000000	0.000000	0.000000	0.000000	12832.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	1.000000	0.000000	169.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	680.000000	5281.000000	9.000000	14.000000	6.000000	0.000000	0.000000	0.000000	21891.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
69.000000	29154.000000	55.000000	57.000000	120.000000	0.000000	0.000000	0.000000	13356.000000	0.000000	0.000000	0.000000	0.000000	6.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	1.000000	0.000000	370928.000000	783.000000	760.000000	1546.000000	4.000000	0.000000	0.000000	168404.000000	0.000000	0.000000	0.000000	0.000000	21.000000	1.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	250404.000000	486.000000	673.000000	903.000000	1.000000	0.000000	0.000000	114577.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	225.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	625.000000	5017.000000	10.000000	23.000000	49.000000	1.000000	0.000000	0.000000	12845.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	175.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	681.000000	5446.000000	10.000000	15.000000	6.000000	0.000000	0.000000	0.000000	22574.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
70.000000	28557.000000	53.000000	53.000000	122.000000	0.000000	0.000000	0.000000	13105.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	3.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	1.000000	0.000000	370665.000000	783.000000	829.000000	1549.000000	4.000000	0.000000	0.000000	168595.000000	0.000000	0.000000	0.000000	0.000000	24.000000	1.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	0.000000	250209.000000	526.000000	671.000000	930.000000	1.000000	0.000000	0.000000	114706.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	230.000000	0.000000	1.000000	2.000000	0.000000	0.000000	0.000000	619.000000	5026.000000	10.000000	21.000000	49.000000	0.000000	0.000000	0.000000	12839.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	165.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	686.000000	5615.000000	14.000000	15.000000	8.000000	0.000000	0.000000	0.000000	23256.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
71.000000	27954.000000	46.000000	58.000000	116.000000	0.000000	0.000000	0.000000	12865.000000	0.000000	0.000000	0.000000	0.000000	3.000000	1.000000	1.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	370405.000000	808.000000	831.000000	1599.000000	2.000000	0.000000	0.000000	168776.000000	0.000000	0.000000	0.000000	0.000000	25.000000	1.000000	3.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	1.000000	0.000000	250012.000000	541.000000	703.000000	956.000000	1.000000	0.000000	0.000000	114829.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	213.000000	1.000000	3.000000	3.000000	0.000000	0.000000	0.000000	632.000000	5023.000000	8.000000	20.000000	49.000000	1.000000	0.000000	0.000000	12845.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	176.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	673.000000	5777.000000	11.000000	14.000000	13.000000	0.000000	0.000000	0.000000	23944.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
72.000000	27326.000000	51.000000	54.000000	114.000000	1.000000	0.000000	0.000000	12645.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	370129.000000	832.000000	864.000000	1611.000000	8.000000	0.000000	0.000000	168977.000000	0.000000	0.000000	0.000000	0.000000	23.000000	2.000000	4.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.000000	0.000000	0.000000	249846.000000	540.000000	719.000000	978.000000	1.000000	0.000000	0.000000	114957.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	257.000000	3.000000	0.000000	3.000000	0.000000	0.000000	0.000000	589.000000	4994.000000	10.000000	17.000000	51.000000	0.000000	0.000000	0.000000	12873.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	153.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	699.000000	5949.000000	15.000000	12.000000	14.000000	0.000000	0.000000	0.000000	24620.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
73.000000	26787.000000	48.000000	52.000000	112.000000	3.000000	0.000000	0.000000	12337.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	1.000000	0.000000	369868.000000	823.000000	883.000000	1677.000000	5.000000	0.000000	0.000000	169159.000000	0.000000	0.000000	0.000000	0.000000	28.000000	1.000000	3.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.000000	2.000000	0.000000	249680.000000	541.000000	738.000000	971.000000	0.000000	0.000000	0.000000	115111.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	188.000000	3.000000	2.000000	1.000000	0.000000	0.000000	0.000000	658.000000	5019.000000	14.000000	20.000000	52.000000	2.000000	0.000000	0.000000	12838.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	163.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	689.000000	6100.000000	12.000000	16.000000	14.000000	0.000000	0.000000	0.000000	25320.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
74.000000	26178.000000	54.000000	50.000000	118.000000	2.000000	0.000000	0.000000	12082.000000	0.000000	0.000000	0.000000	0.000000	4.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1.000000	0.000000	369596.000000	858.000000	872.000000	1704.000000	3.000000	0.000000	0.000000	169379.000000	0.000000	0.000000	0.000000	0.000000	29.000000	3.000000	4.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.000000	0.000000	0.000000	249486.000000	572.000000	734.000000	1022.000000	0.000000	0.000000	0.000000	115228.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	254.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	595.000000	4984.000000	17.000000	21.000000	50.000000	0.000000	0.000000	0.000000	12872.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	156.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	694.000000	6255.000000	15.000000	19.000000	16.000000	0.000000	0.000000	0.000000	26009.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
75.000000	25596.000000	52.000000	54.000000	116.000000	5.000000	0.000000	0.000000	11807.000000	0.000000	0.000000	0.000000	0.000000	4.000000	1.000000	3.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	369310.000000	864.000000	897.000000	1725.000000	2.000000	0.000000	0.000000	169612.000000	0.000000	0.000000	0.000000	0.000000	28.000000	2.000000	3.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.000000	1.000000	0.000000	249298.000000	564.000000	761.000000	1075.000000	0.000000	0.000000	0.000000	115344.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	238.000000	3.000000	2.000000	1.000000	0.000000	0.000000	0.000000	608.000000	4977.000000	14.000000	21.000000	47.000000	0.000000	0.000000	0.000000	12887.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	173.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	677.000000	6405.000000	12.000000	23.000000	21.000000	0.000000	0.000000	0.000000	26704.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
76.000000	25000.000000	47.000000	55.000000	120.000000	1.000000	0.000000	0.000000	11551.000000	0.000000	0.000000	0.000000	0.000000	9.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	369032.000000	886.000000	913.000000	1777.000000	4.000000	0.000000	0.000000	169798.000000	0.000000	0.000000	0.000000	0.000000	26.000000	1.000000	3.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.000000	1.000000	0.000000	249100.000000	581.000000	768.000000	1072.000000	0.000000	0.000000	0.000000	115521.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	242.000000	1.000000	2.000000	1.000000	0.000000	0.000000	0.000000	606.000000	4969.000000	16.000000	23.000000	49.000000	0.000000	0.000000	0.000000	12894.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	167.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	681.000000	6569.000000	18.000000	22.000000	23.000000	0.000000	0.000000	0.000000	27383.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
77.000000	24402.000000	48.000000	50.000000	115.000000	2.000000	0.000000	0.000000	11304.000000	0.000000	0.000000	0.000000	0.000000	7.000000	1.000000	2.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	368734.000000	909.000000	928.000000	1819.000000	2.000000	0.000000	0.000000	170018.000000	0.000000	0.000000	0.000000	0.000000	29.000000	1.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.000000	1.000000	0.000000	248895.000000	599.000000	785.000000	1096.000000	2.000000	0.000000	0.000000	115666.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	256.000000	1.000000	1.000000	7.000000	0.000000	0.000000	0.000000	587.000000	4975.000000	10.000000	30.000000	46.000000	1.000000	0.000000	0.000000	12891.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	160.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	690.000000	6730.000000	17.000000	22.000000	28.000000	0.000000	0.000000	0.000000	28067.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
78.000000	23791.000000	44.000000	54.000000	115.000000	0.000000	0.000000	0.000000	11066.000000	0.000000	0.000000	0.000000	0.000000	8.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	368423.000000	931.000000	977.000000	1824.000000	9.000000	0.000000	0.000000	170244.000000	0.000000	0.000000	0.000000	0.000000	29.000000	2.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.000000	0.000000	0.000000	248685.000000	622.000000	811.000000	1105.000000	1.000000	0.000000	0.000000	115817.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	258.000000	2.000000	1.000000	3.000000	0.000000	0.000000	0.000000	588.000000	4986.000000	14.000000	27.000000	55.000000	1.000000	0.000000	0.000000	12874.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	164.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	682.000000	6881.000000	20.000000	24.000000	29.000000	0.000000	0.000000	0.000000	28760.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
79.000000	23191.000000	53.000000	47.000000	121.000000	2.000000	0.000000	0.000000	10804.000000	0.000000	0.000000	0.000000	0.000000	6.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	368121.000000	926.000000	994.000000	1902.000000	2.000000	0.000000	0.000000	170454.000000	0.000000	0.000000	0.000000	0.000000	34.000000	2.000000	4.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.000000	1.000000	0.000000	248435.000000	675.000000	845.000000	1110.000000	0.000000	0.000000	0.000000	115975.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	235.000000	0.000000	2.000000	1.000000	0.000000	0.000000	0.000000	614.000000	5007.000000	13.000000	27.000000	59.000000	1.000000	0.000000	0.000000	12855.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	174.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	673.000000	7037.000000	22.000000	26.000000	32.000000	0.000000	0.000000	0.000000	29444.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
80.000000	22610.000000	50.000000	51.000000	119.000000	0.000000	0.000000	0.000000	10535.000000	0.000000	0.000000	0.000000	0.000000	7.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	367816.000000	936.000000	1016.000000	1940.000000	8.000000	0.000000	0.000000	170684.000000	0.000000	0.000000	0.000000	0.000000	32.000000	1.000000	4.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.000000	2.000000	0.000000	248206.000000	685.000000	882.000000	1146.000000	0.000000	0.000000	0.000000	116121.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	222.000000	0.000000	0.000000	6.000000	0.000000	0.000000	0.000000	624.000000	4986.000000	12.000000	23.000000	64.000000	0.000000	0.000000	0.000000	12876.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1.000000	0.000000	169.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	681.000000	7204.000000	20.000000	27.000000	35.000000	0.000000	0.000000	0.000000	30122.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
81.000000	22024.000000	52.000000	50.000000	121.000000	0.000000	0.000000	0.000000	10266.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	0.000000	367516.000000	915.000000	1077.000000	1971.000000	8.000000	0.000000	0.000000	170909.000000	0.000000	0.000000	0.000000	0.000000	33.000000	5.000000	6.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.000000	2.000000	0.000000	248008.000000	690.000000	883.000000	1187.000000	0.000000	0.000000	0.000000	116273.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	217.000000	2.000000	1.000000	4.000000	0.000000	0.000000	0.000000	628.000000	4977.000000	16.000000	23.000000	65.000000	1.000000	0.000000	0.000000	12888.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	158.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	685.000000	7371.000000	14.000000	27.000000	40.000000	0.000000	0.000000	0.000000	30808.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
82.000000	21443.000000	45.000000	60.000000	117.000000	3.000000	0.000000	0.000000	9994.000000	0.000000	0.000000	0.000000	0.000000	4.000000	1.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	0.000000	367212.000000	910.000000	1088.000000	2061.000000	3.000000	0.000000	0.000000	171116.000000	0.000000	0.000000	0.000000	0.000000	32.000000	4.000000	7.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.000000	1.000000	0.000000	247806.000000	670.000000	910.000000	1223.000000	0.000000	0.000000	0.000000	116432.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	214.000000	2.000000	1.000000	2.000000	0.000000	0.000000	0.000000	633.000000	4958.000000	12.000000	26.000000	66.000000	0.000000	0.000000	0.000000	12917.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	160.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	683.000000	7521.000000	16.000000	26.000000	41.000000	0.000000	0.000000	0.000000	31499.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
