# day #	intervention 0 while susceptible	intervention 0 while pre-infectious incubation	intervention 0 while asymptomatic	intervention 0 while mild/moderate	intervention 0 while severe	intervention 0 while critical	intervention 0 while recuperation	intervention 0 while immune	intervention 1 while susceptible	intervention 1 while pre-infectious incubation	intervention 1 while asymptomatic	intervention 1 while mild/moderate	intervention 1 while severe	intervention 1 while critical	intervention 1 while recuperation	intervention 1 while immune	intervention 2 while susceptible	intervention 2 while pre-infectious incubation	intervention 2 while asymptomatic	intervention 2 while mild/moderate	intervention 2 while severe	intervention 2 while critical	intervention 2 while recuperation	intervention 2 while immune	intervention 3 while susceptible	intervention 3 while pre-infectious incubation	intervention 3 while asymptomatic	intervention 3 while mild/moderate	intervention 3 while severe	intervention 3 while critical	intervention 3 while recuperation	intervention 3 while immune	intervention 4 while susceptible	intervention 4 while pre-infectious incubation	intervention 4 while asymptomatic	intervention 4 while mild/moderate	intervention 4 while severe	intervention 4 while critical	intervention 4 while recuperation	intervention 4 while immune	intervention 5 while susceptible	intervention 5 while pre-infectious incubation	intervention 5 while asymptomatic	intervention 5 while mild/moderate	intervention 5 while severe	intervention 5 while critical	intervention 5 while recuperation	intervention 5 while immune	intervention 6 while susceptible	intervention 6 while pre-infectious incubation	intervention 6 while asymptomatic	intervention 6 while mild/moderate	intervention 6 while severe	intervention 6 while critical	intervention 6 while recuperation	intervention 6 while immune	intervention 7 while susceptible	intervention 7 while pre-infectious incubation	intervention 7 while asymptomatic	intervention 7 while mild/moderate	intervention 7 while severe	intervention 7 while critical	intervention 7 while recuperation	intervention 7 while immune	intervention 8 while susceptible	intervention 8 while pre-infectious incubation	intervention 8 while asymptomatic	intervention 8 while mild/moderate	intervention 8 while severe	intervention 8 while critical	intervention 8 while recuperation	intervention 8 while immune	intervention 9 while susceptible	intervention 9 while pre-infectious incubation	intervention 9 while asymptomatic	intervention 9 while mild/moderate	intervention 9 while severe	intervention 9 while critical	intervention 9 while recuperation	intervention 9 while immune	intervention 10 while susceptible	intervention 10 while pre-infectious incubation	intervention 10 while asymptomatic	intervention 10 while mild/moderate	intervention 10 while severe	intervention 10 while critical	intervention 10 while recuperation	intervention 10 while immune	intervention 11 while susceptible	intervention 11 while pre-infectious incubation	intervention 11 while asymptomatic	intervention 11 while mild/moderate	intervention 11 while severe	intervention 11 while critical	intervention 11 while recuperation	intervention 11 while immune	intervention 12 while susceptible	intervention 12 while pre-infectious incubation	intervention 12 while asymptomatic	intervention 12 while mild/moderate	intervention 12 while severe	intervention 12 while critical	intervention 12 while recuperation	intervention 12 while immune	intervention 13 while susceptible	intervention 13 while pre-infectious incubation	intervention 13 while asymptomatic	intervention 13 while mild/moderate	intervention 13 while severe	intervention 13 while critical	intervention 13 while recuperation	intervention 13 while immune	intervention 14 while susceptible	intervention 14 while pre-infectious incubation	intervention 14 while asymptomatic	intervention 14 while mild/moderate	intervention 14 while severe	intervention 14 while critical	intervention 14 while recuperation	intervention 14 while immune	intervention 15 while susceptible	intervention 15 while pre-infectious incubation	intervention 15 while asymptomatic	intervention 15 while mild/moderate	intervention 15 while severe	intervention 15 while critical	intervention 15 while recuperation	intervention 15 while immune	intervention 16 while susceptible	intervention 16 while pre-infectious incubation	intervention 16 while asymptomatic	intervention 16 while mild/moderate	intervention 16 while severe	intervention 16 while critical	intervention 16 while recuperation	intervention 16 while immune	intervention 17 while susceptible	intervention 17 while pre-infectious incubation	intervention 17 while asymptomatic	intervention 17 while mild/moderate	intervention 17 while severe	intervention 17 while critical	intervention 17 while recuperation	intervention 17 while immune
265.000000	7126.000000	33.000000	40.000000	91.000000	0.000000	0.000000	0.000000	6572.000000	0.000000	0.000000	0.000000	0.000000	5.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	202696.000000	949.000000	1183.000000	3042.000000	4.000000	0.000000	0.000000	188956.000000	0.000000	0.000000	0.000000	0.000000	39.000000	1.000000	14.000000	11.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.000000	4.000000	0.000000	187068.000000	917.000000	1448.000000	2278.000000	1.000000	0.000000	0.000000	175324.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49908.000000	249.000000	359.000000	704.000000	3.000000	0.000000	0.000000	170719.000000	0.000000	0.000000	0.000000	0.000000	12.000000	1.000000	4.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
266.000000	7112.000000	37.000000	40.000000	86.000000	0.000000	0.000000	0.000000	6587.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	1.000000	0.000000	202383.000000	955.000000	1198.000000	2971.000000	7.000000	0.000000	0.000000	189323.000000	0.000000	0.000000	0.000000	0.000000	36.000000	5.000000	14.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.000000	2.000000	0.000000	186806.000000	897.000000	1417.000000	2291.000000	0.000000	0.000000	0.000000	175626.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49838.000000	234.000000	364.000000	710.000000	3.000000	0.000000	0.000000	170791.000000	0.000000	0.000000	0.000000	0.000000	13.000000	1.000000	3.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
267.000000	7105.000000	33.000000	39.000000	87.000000	0.000000	0.000000	0.000000	6598.000000	0.000000	0.000000	0.000000	0.000000	4.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	202100.000000	913.000000	1256.000000	2897.000000	6.000000	0.000000	0.000000	189664.000000	0.000000	0.000000	0.000000	0.000000	36.000000	3.000000	15.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.000000	2.000000	0.000000	186571.000000	852.000000	1381.000000	2282.000000	0.000000	0.000000	0.000000	175952.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49766.000000	236.000000	353.000000	694.000000	2.000000	0.000000	0.000000	170887.000000	0.000000	0.000000	0.000000	0.000000	10.000000	3.000000	3.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
268.000000	7096.000000	31.000000	44.000000	88.000000	0.000000	0.000000	0.000000	6603.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	1.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	201772.000000	930.000000	1258.000000	2865.000000	4.000000	0.000000	0.000000	190006.000000	0.000000	0.000000	0.000000	0.000000	36.000000	1.000000	17.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.000000	3.000000	0.000000	186298.000000	863.000000	1362.000000	2267.000000	1.000000	0.000000	0.000000	176247.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49694.000000	229.000000	362.000000	680.000000	0.000000	0.000000	0.000000	170974.000000	0.000000	0.000000	0.000000	0.000000	11.000000	0.000000	2.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
269.000000	7089.000000	29.000000	41.000000	84.000000	0.000000	0.000000	0.000000	6621.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	201483.000000	915.000000	1232.000000	2884.000000	6.000000	0.000000	0.000000	190316.000000	0.000000	0.000000	0.000000	0.000000	38.000000	1.000000	16.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.000000	4.000000	0.000000	186032.000000	856.000000	1361.000000	2252.000000	0.000000	0.000000	0.000000	176537.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49621.000000	228.000000	347.000000	681.000000	0.000000	0.000000	0.000000	171063.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	2.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
270.000000	7078.000000	34.000000	33.000000	83.000000	1.000000	0.000000	0.000000	6635.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	201205.000000	918.000000	1199.000000	2846.000000	9.000000	0.000000	0.000000	190658.000000	0.000000	0.000000	0.000000	0.000000	40.000000	0.000000	20.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.000000	0.000000	0.000000	185751.000000	847.000000	1370.000000	2248.000000	0.000000	0.000000	0.000000	176822.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49566.000000	196.000000	360.000000	666.000000	2.000000	0.000000	0.000000	171151.000000	0.000000	0.000000	0.000000	0.000000	8.000000	0.000000	3.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
271.000000	7071.000000	25.000000	41.000000	83.000000	0.000000	0.000000	0.000000	6643.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	0.000000	0.000000	200909.000000	909.000000	1190.000000	2808.000000	6.000000	0.000000	0.000000	191008.000000	0.000000	0.000000	0.000000	0.000000	43.000000	2.000000	17.000000	7.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.000000	0.000000	0.000000	185491.000000	817.000000	1369.000000	2258.000000	0.000000	0.000000	0.000000	177103.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49503.000000	196.000000	343.000000	665.000000	1.000000	0.000000	0.000000	171233.000000	0.000000	0.000000	0.000000	0.000000	8.000000	0.000000	1.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
272.000000	7059.000000	31.000000	29.000000	91.000000	1.000000	0.000000	0.000000	6652.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	2.000000	0.000000	200631.000000	909.000000	1184.000000	2760.000000	2.000000	0.000000	0.000000	191345.000000	0.000000	0.000000	0.000000	0.000000	40.000000	3.000000	14.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.000000	3.000000	0.000000	185232.000000	812.000000	1359.000000	2231.000000	1.000000	0.000000	0.000000	177404.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49430.000000	196.000000	348.000000	658.000000	1.000000	0.000000	0.000000	171310.000000	0.000000	0.000000	0.000000	0.000000	6.000000	2.000000	0.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
273.000000	7053.000000	26.000000	32.000000	92.000000	1.000000	0.000000	0.000000	6659.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1.000000	2.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	200353.000000	919.000000	1157.000000	2754.000000	3.000000	0.000000	0.000000	191652.000000	0.000000	0.000000	0.000000	0.000000	35.000000	4.000000	13.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	12.000000	3.000000	0.000000	184989.000000	771.000000	1358.000000	2257.000000	0.000000	0.000000	0.000000	177663.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49345.000000	224.000000	319.000000	653.000000	0.000000	0.000000	0.000000	171403.000000	0.000000	0.000000	0.000000	0.000000	6.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
274.000000	7047.000000	23.000000	31.000000	90.000000	0.000000	0.000000	0.000000	6672.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	200074.000000	894.000000	1186.000000	2714.000000	7.000000	0.000000	0.000000	191966.000000	0.000000	0.000000	0.000000	0.000000	34.000000	1.000000	14.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.000000	1.000000	0.000000	184728.000000	789.000000	1324.000000	2236.000000	2.000000	0.000000	0.000000	177960.000000	0.000000	0.000000	0.000000	0.000000	5.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49288.000000	202.000000	337.000000	633.000000	3.000000	0.000000	0.000000	171481.000000	0.000000	0.000000	0.000000	0.000000	4.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
275.000000	7035.000000	25.000000	33.000000	91.000000	0.000000	0.000000	0.000000	6680.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	0.000000	199798.000000	880.000000	1166.000000	2709.000000	2.000000	0.000000	0.000000	192284.000000	0.000000	0.000000	0.000000	0.000000	33.000000	1.000000	14.000000	8.000000	0.000000	0.000000	0.000000	0.000000	0.000000	15.000000	1.000000	0.000000	184462.000000	828.000000	1328.000000	2151.000000	2.000000	0.000000	0.000000	178267.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49221.000000	200.000000	332.000000	628.000000	3.000000	0.000000	0.000000	171558.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
276.000000	7026.000000	27.000000	33.000000	87.000000	1.000000	0.000000	0.000000	6691.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	1.000000	0.000000	199502.000000	895.000000	1141.000000	2706.000000	6.000000	0.000000	0.000000	192595.000000	0.000000	0.000000	0.000000	0.000000	29.000000	1.000000	11.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	14.000000	2.000000	0.000000	184212.000000	832.000000	1316.000000	2132.000000	1.000000	0.000000	0.000000	178543.000000	0.000000	0.000000	0.000000	0.000000	8.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49152.000000	197.000000	329.000000	617.000000	1.000000	0.000000	0.000000	171643.000000	0.000000	0.000000	0.000000	0.000000	8.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
277.000000	7016.000000	25.000000	36.000000	82.000000	0.000000	0.000000	0.000000	6705.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	2.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	0.000000	199220.000000	892.000000	1161.000000	2682.000000	5.000000	0.000000	0.000000	192888.000000	0.000000	0.000000	0.000000	0.000000	33.000000	0.000000	11.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.000000	4.000000	0.000000	183977.000000	799.000000	1320.000000	2104.000000	0.000000	0.000000	0.000000	178836.000000	0.000000	0.000000	0.000000	0.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49087.000000	191.000000	330.000000	614.000000	2.000000	0.000000	0.000000	171714.000000	0.000000	0.000000	0.000000	0.000000	8.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
278.000000	7004.000000	30.000000	30.000000	86.000000	1.000000	0.000000	0.000000	6714.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	2.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	198938.000000	895.000000	1137.000000	2676.000000	1.000000	0.000000	0.000000	193200.000000	0.000000	0.000000	0.000000	0.000000	33.000000	1.000000	11.000000	8.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	1.000000	0.000000	183739.000000	770.000000	1315.000000	2104.000000	1.000000	0.000000	0.000000	179107.000000	0.000000	0.000000	0.000000	0.000000	8.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49011.000000	202.000000	326.000000	613.000000	1.000000	0.000000	0.000000	171784.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	2.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
279.000000	6994.000000	34.000000	30.000000	80.000000	1.000000	0.000000	0.000000	6726.000000	0.000000	0.000000	0.000000	0.000000	2.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	198637.000000	916.000000	1146.000000	2624.000000	3.000000	0.000000	0.000000	193528.000000	0.000000	0.000000	0.000000	0.000000	28.000000	3.000000	10.000000	5.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	0.000000	0.000000	183498.000000	784.000000	1293.000000	2060.000000	0.000000	0.000000	0.000000	179401.000000	0.000000	0.000000	0.000000	0.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	48945.000000	206.000000	310.000000	621.000000	0.000000	0.000000	0.000000	171857.000000	0.000000	0.000000	0.000000	0.000000	7.000000	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
280.000000	6988.000000	31.000000	34.000000	77.000000	0.000000	0.000000	0.000000	6734.000000	0.000000	0.000000	0.000000	0.000000	3.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	198414.000000	840.000000	1160.000000	2611.000000	3.000000	0.000000	0.000000	193828.000000	0.000000	0.000000	0.000000	0.000000	28.000000	0.000000	10.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	10.000000	3.000000	0.000000	183253.000000	769.000000	1303.000000	2018.000000	2.000000	0.000000	0.000000	179691.000000	0.000000	0.000000	0.000000	0.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	48861.000000	226.000000	318.000000	588.000000	1.000000	0.000000	0.000000	171947.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
